DDI-MedLine.d180.s1|DDI-MedLine.d180.s1.e0|DDI-MedLine.d180.s1.e1|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e6|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e8|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e9|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e10|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e11|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e12|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e7|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e9|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e10|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e11|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e12|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e8|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e10|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e11|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e12|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e9|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e11|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e12|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e10|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e12|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e11|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e13|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e12|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e14|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e13|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e15|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e14|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e16|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e15|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e17|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e16|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e18|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e17|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e19|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e18|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e19|DDI-DrugBank.d179.s21.e20|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e19|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e19|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e19|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e19|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e20|DDI-DrugBank.d179.s21.e21|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e20|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e20|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e20|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e21|DDI-DrugBank.d179.s21.e22|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e21|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e21|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e22|DDI-DrugBank.d179.s21.e23|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e22|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e23|DDI-DrugBank.d179.s21.e24|null
DDI-DrugBank.d179.s22|DDI-DrugBank.d179.s22.e0|DDI-DrugBank.d179.s22.e1|null
DDI-DrugBank.d179.s23|DDI-DrugBank.d179.s23.e0|DDI-DrugBank.d179.s23.e1|null
DDI-DrugBank.d179.s23|DDI-DrugBank.d179.s23.e0|DDI-DrugBank.d179.s23.e2|null
DDI-DrugBank.d179.s23|DDI-DrugBank.d179.s23.e1|DDI-DrugBank.d179.s23.e2|null
DDI-DrugBank.d179.s24|DDI-DrugBank.d179.s24.e0|DDI-DrugBank.d179.s24.e1|null
DDI-DrugBank.d179.s26|DDI-DrugBank.d179.s26.e0|DDI-DrugBank.d179.s26.e1|null
DDI-DrugBank.d179.s27|DDI-DrugBank.d179.s27.e0|DDI-DrugBank.d179.s27.e1|null
DDI-DrugBank.d179.s29|DDI-DrugBank.d179.s29.e0|DDI-DrugBank.d179.s29.e1|null
DDI-DrugBank.d179.s30|DDI-DrugBank.d179.s30.e0|DDI-DrugBank.d179.s30.e1|null
DDI-DrugBank.d179.s31|DDI-DrugBank.d179.s31.e0|DDI-DrugBank.d179.s31.e1|null
DDI-DrugBank.d179.s32|DDI-DrugBank.d179.s32.e0|DDI-DrugBank.d179.s32.e1|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e0|DDI-DrugBank.d179.s33.e1|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e0|DDI-DrugBank.d179.s33.e2|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e0|DDI-DrugBank.d179.s33.e3|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e1|DDI-DrugBank.d179.s33.e2|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e1|DDI-DrugBank.d179.s33.e3|null
DDI-DrugBank.d179.s33|DDI-DrugBank.d179.s33.e2|DDI-DrugBank.d179.s33.e3|null
DDI-DrugBank.d179.s34|DDI-DrugBank.d179.s34.e0|DDI-DrugBank.d179.s34.e1|null
DDI-DrugBank.d179.s35|DDI-DrugBank.d179.s35.e0|DDI-DrugBank.d179.s35.e1|null
DDI-DrugBank.d179.s36|DDI-DrugBank.d179.s36.e0|DDI-DrugBank.d179.s36.e1|null
DDI-DrugBank.d179.s36|DDI-DrugBank.d179.s36.e0|DDI-DrugBank.d179.s36.e2|null
DDI-DrugBank.d179.s36|DDI-DrugBank.d179.s36.e1|DDI-DrugBank.d179.s36.e2|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e0|DDI-DrugBank.d179.s37.e1|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e0|DDI-DrugBank.d179.s37.e2|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e0|DDI-DrugBank.d179.s37.e3|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e1|DDI-DrugBank.d179.s37.e2|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e1|DDI-DrugBank.d179.s37.e3|null
DDI-DrugBank.d179.s37|DDI-DrugBank.d179.s37.e2|DDI-DrugBank.d179.s37.e3|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e0|DDI-DrugBank.d179.s38.e1|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e0|DDI-DrugBank.d179.s38.e2|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e0|DDI-DrugBank.d179.s38.e3|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e0|DDI-DrugBank.d179.s38.e4|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e1|DDI-DrugBank.d179.s38.e2|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e1|DDI-DrugBank.d179.s38.e3|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e1|DDI-DrugBank.d179.s38.e4|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e2|DDI-DrugBank.d179.s38.e3|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e2|DDI-DrugBank.d179.s38.e4|null
DDI-DrugBank.d179.s38|DDI-DrugBank.d179.s38.e3|DDI-DrugBank.d179.s38.e4|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e0|DDI-DrugBank.d179.s39.e1|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e0|DDI-DrugBank.d179.s39.e2|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e0|DDI-DrugBank.d179.s39.e3|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e1|DDI-DrugBank.d179.s39.e2|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e1|DDI-DrugBank.d179.s39.e3|null
DDI-DrugBank.d179.s39|DDI-DrugBank.d179.s39.e2|DDI-DrugBank.d179.s39.e3|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e0|DDI-DrugBank.d179.s40.e1|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e0|DDI-DrugBank.d179.s40.e2|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e0|DDI-DrugBank.d179.s40.e3|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e0|DDI-DrugBank.d179.s40.e4|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e1|DDI-DrugBank.d179.s40.e2|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e1|DDI-DrugBank.d179.s40.e3|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e1|DDI-DrugBank.d179.s40.e4|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e2|DDI-DrugBank.d179.s40.e3|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e2|DDI-DrugBank.d179.s40.e4|null
DDI-DrugBank.d179.s40|DDI-DrugBank.d179.s40.e3|DDI-DrugBank.d179.s40.e4|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e0|DDI-DrugBank.d78.s0.e1|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e0|DDI-DrugBank.d78.s0.e2|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e0|DDI-DrugBank.d78.s0.e3|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e1|DDI-DrugBank.d78.s0.e2|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e1|DDI-DrugBank.d78.s0.e3|null
DDI-DrugBank.d78.s0|DDI-DrugBank.d78.s0.e2|DDI-DrugBank.d78.s0.e3|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e1|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e2|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e3|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e4|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e5|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e6|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e7|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e8|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e9|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e10|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e11|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e0|DDI-DrugBank.d78.s1.e12|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e2|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e3|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e4|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e5|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e6|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e7|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e8|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e9|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e10|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e11|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e1|DDI-DrugBank.d78.s1.e12|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e2|DDI-DrugBank.d78.s1.e3|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e2|DDI-DrugBank.d78.s1.e4|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e2|DDI-DrugBank.d78.s1.e5|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e2|DDI-DrugBank.d78.s1.e6|null
DDI-DrugBank.d78.s1|DDI-DrugBank.d78.s1.e2|DDI-DrugBank.d78.s1.e7|null
